Pose,x_diff[mm],y_diff[mm],z_diff[mm],,
y19x59,-3.03403159973,3.36967673841,-1.51443878382,,
y25x62,-1.70240390987,4.07563318173,-0.43507990502,,
y22x65,-0.372456648745,4.82851521532,-0.247883080925,,
y10x41,-2.29306037734,0.616421852661,-0.712806409504,,
y13x65,0.0788756419002,2.41346299734,0.342107318787,,
y10x65,2.69983706328,4.16636133857,1.41758730294,,
y10x44,-2.72570724209,0.883653106234,-1.26533764008,,
y13x62,1.66786142488,2.79388663393,1.88902337189,,
y16x62,2.29096020679,3.06072288982,1.83257695777,,
y10x47,-1.42751828309,0.681594863938,-0.380554471124,,
y25x56,-1.74961453924,2.21279493722,-0.62526322744,,
y25x53,-1.10674265467,3.37392428122,-0.438553784416,,
y28x41,-4.43791925822,2.71606792333,-1.01276089342,,
y25x50,-0.439424640998,0.672582324604,0.0310870245321,,
y22x41,-2.98853003405,1.53215335264,-0.681266910618,,
y28x47,-2.18055801112,2.84024684818,-0.297619479051,,
y28x44,-2.93385821807,2.39696276945,-0.771551131842,,
y13x44,-2.11374291351,0.498711417871,-0.469865624935,,
y13x47,-0.300723825884,-0.47682706301,0.259492887368,,
y16x41,-2.25257209081,2.15364558777,-1.06409318977,,
y13x41,-1.59151021486,-0.779691293086,-0.347089475027,,
y16x47,-1.40106114455,0.960829252444,-0.299729917861,,
y16x44,-2.3137611834,0.27040798061,-0.864502235005,,
y28x53,-0.660733805761,1.24570706696,-0.235572183195,,
y28x62,-0.714095798672,3.35058645726,0.24610239497,,
y16x65,0.793319096873,2.64797236647,0.647138674534,,
y16x38,-2.37323830463,-0.383130979817,-0.665540247763,,
y28x65,-0.17931400136,4.60982751411,0.977129941015,,
y19x65,0.943800402073,2.91190522774,1.29289732516,,
y22x53,-0.574201134411,2.39364102301,-0.478419322236,,
y22x50,-1.3181440377,0.638613664672,-0.0288893718472,,
y22x56,0.889400293669,4.07657858042,0.649953166291,,
y19x62,1.09545619461,2.82688023593,1.20174440553,,
y19x47,-0.92278267813,0.403533488535,-0.33027973224,,
y10x62,-1.14289307088,2.66888933921,-0.818633765895,,
y19x44,-3.86406783227,0.944351455122,-1.29015046681,,
y19x41,-2.23750492774,0.848997256318,-0.970750783227,,
y22x38,-4.10707291775,0.0313372605774,-1.2870787176,,
y10x38,-3.93442963831,0.132879647205,-1.38095605001,,
y25x65,-0.634378955712,5.79241623363,0.0441929100401,,
y13x38,-2.21393774104,-1.28149298735,-0.233669108996,,
y25x38,-1.03228140141,2.85906764594,-0.293282219292,,
y10x59,0.28437032421,2.73208507579,-0.171840679831,,
y25x47,-2.11874379878,2.74509986841,-0.75384579359,,
y10x56,-2.48891534754,2.64094195576,-1.80744602011,,
y22x59,-1.94302711874,2.73516529179,-0.756116187185,,
y10x53,0.50255941246,0.634114425343,0.890301088043,,
y10x50,-0.0355178157906,-0.788555299461,0.354156021758,,
y16x59,-2.05492731931,1.54128922278,-1.55309202154,,
y28x56,-1.62455394387,3.90264107374,-0.378967384172,,
y28x50,-0.518393008716,0.669467842462,0.032339495024,,
y13x59,-1.91198699184,3.88057034592,-1.08829077969,,
y13x56,-0.818046472045,0.902488064408,-0.267468010139,,
y16x50,1.15760875351,0.811073290285,0.542505512168,,
y16x53,-1.5252590516,2.29076610847,-0.794357647703,,
y13x53,-3.24014612026,0.276418388204,-1.01933444451,,
y13x50,-0.368846701129,-0.159947673598,0.0983015497007,,
y16x56,-0.8463736169,2.58271357356,-0.3860713293,,
